242110,1674950440,0.5
242110,1675036839,0.5
242110,1675123218,0.5
242110,1675209610,0.5
242110,1675296046,0.5
242110,1675382456,0.5
242110,1675468847,0.5
242110,1675555232,0.5
242110,1675728052,0.5
242110,1675900809,0.5
242110,1676160046,0.5
242110,1676246417,0.5
242110,1676332804,0.5
242110,1676419217,0.5
242110,1676505630,0.5
242110,1676592047,0.5
242110,1676678406,0.5
242110,1676764852,0.5
242110,1676937606,0.5
242110,1677024019,0.5
242110,1677110435,0.5
242110,1677196826,0.5
242110,1677283205,0.5
242110,1677369629,0.5
242110,1677456026,0.5
242110,1677542403,0.5
242110,1677628818,0.5
242110,1677715226,0.5
242110,1677801631,0.5
242110,1677888015,0.5
242110,1677974451,0.5
242110,1678060814,0.5
242110,1678147205,0.5
242110,1678233650,0.5
242110,1678320032,0.5
242110,1678406435,0.5
242110,1678492854,0.5
242110,1678579254,0.5
242110,1678752049,0.9
242110,1678838425,0.9
242110,1678924806,0.9
242110,1679011203,0.9
242110,1679097645,0.9
242110,1679184022,0.5
242110,1679270430,0.5
242110,1679356835,0.5
242110,1679529639,0.5
242110,1679616048,0.5
242110,1679702422,0.5
242110,1679788806,0.5
242110,1679875245,0.5
242110,1679961619,0.5
242110,1680048049,0.5
242110,1680134416,0.5
242110,1680220817,0.5
242110,1680307248,0.5
242110,1680393652,0.5
242110,1680480000,0.5
242110,1680566435,0.5
242110,1680652824,0.5
242110,1680912008,0.5
242110,1680998448,0.5
242110,1681084831,0.5
242110,1681171229,0.5
242110,1681257603,0.5
242110,1681344022,0.5
242110,1681430430,0.5
242110,1681516826,0.5
242110,1681603245,0.5
242110,1681689623,0.5
242110,1681776027,0.5
242110,1681862423,0.5
242110,1681948846,0.5
242110,1682035240,0.5
242110,1682121624,0.5
242110,1682208024,0.5
242110,1682294406,0.5
242110,1682380830,0.5
242110,1682467254,0.5
242110,1682553653,0.5
242110,1682640034,0.5
242110,1682812813,0.5
242110,1682899219,0.5
242110,1682985647,0.5
242110,1683158454,0.5
242110,1683244804,0.5
242110,1683331212,0.5
242110,1683417624,0.5
242110,1683504041,0.5
242110,1683590408,0.5
242110,1683676845,0.5
242110,1683763236,0.5
242110,1683849654,0.5
242110,1683936042,0.5
242110,1684108802,0.5
242110,1684195223,0.5
242110,1684281623,0.5
243251,1677024019,0.5
243251,1677110435,0.5
243251,1677196826,0.5
243251,1677283205,0.5
243251,1677369629,0.5
243251,1677456026,0.5
243251,1677542403,0.5
243251,1677628818,0.5
243251,1677715226,0.5
243251,1677801631,0.5
243251,1677888015,0.5
243251,1677974451,0.5
243251,1678060814,0.5
243251,1678147205,0.5
243251,1678233650,0.5
243251,1678320032,0.5
243251,1678406435,0.5
243251,1678492854,0.5
243251,1678579254,0.5
243251,1678752049,0.5
243251,1678838425,0.5
243251,1678924806,0.5
243251,1679011203,0.5
243251,1679097645,0.5
243251,1679184022,0.5
243251,1679270430,0.5
243251,1679356835,0.5
243251,1679529639,0.5
243251,1679616048,0.5
243251,1679702422,0.5
243251,1679788806,0.5
243251,1679875245,0.5
243251,1679961619,0.5
243251,1680048049,0.5
243251,1680134416,0.5
243251,1680220817,0.5
243251,1680307248,0.5
243251,1680393652,0.5
243251,1680480000,0.5
243251,1680566435,0.5
243251,1680652824,0.5
243251,1680912008,0.5
243251,1680998448,0.5
243251,1681084831,0.5
243251,1681171229,0.5
243251,1681257603,0.5
243251,1681344022,0.5
243251,1681430430,0.5
243251,1681516826,0.5
243251,1681603245,0.5
243251,1681689623,0.5
243251,1681776027,0.5
243251,1681862423,0.5
243251,1681948846,0.5
243251,1682035240,0.5
243251,1682121624,0.5
243251,1682208024,0.5
243251,1682294406,0.5
243251,1682380830,0.5
243251,1682467254,0.5
243251,1682553653,0.5
243251,1682640034,0.5
243251,1682812813,0.5
243251,1682899219,0.5
243251,1682985647,0.5
243251,1683158454,0.5
243251,1683244804,0.5
243251,1683331212,0.5
243251,1683417624,0.5
243251,1683504041,0.5
243251,1683590408,0.5
243251,1683676845,0.5
243251,1683763236,0.5
243251,1683849654,0.5
243251,1683936042,0.5
243251,1684108802,0.5
243251,1684195223,0.5
243251,1684281623,0.5
244280,1671148807,0.71
244280,1671235208,0.8
244280,1671321620,0.8
244280,1671408041,0.8
244280,1671494442,0.78
244280,1671580845,0.78
244280,1671667202,0.77
244280,1671753642,0.77
244280,1671840004,0.73
244280,1671926415,0.73
244280,1672012825,0.72
244280,1672099238,0.7
244280,1672185643,0.73
244280,1672272019,0.68
244280,1672358447,0.7
244280,1672444840,0.74
244280,1672531208,0.76
244280,1672617622,0.76
244280,1672704042,0.7
244280,1672790430,0.4
244280,1672876810,0.35
244280,1672963250,0.49
244280,1673049616,0.91
244280,1677024019,0.5
244280,1677110435,0.5
244280,1677196826,0.5
244280,1677283205,0.5
244280,1677369629,0.5
244280,1677456026,0.5
244280,1677542403,0.5
244280,1677628818,0.5
244280,1677715226,0.5
244280,1677801631,0.5
244280,1677888015,0.5
244280,1677974451,0.5
244280,1678060814,0.5
244280,1678147205,0.5
244280,1678233650,0.5
244280,1678320032,0.5
244280,1678406435,0.5
244280,1678492854,0.5
244280,1678579254,0.5
244280,1678752049,0.5
244280,1678838425,0.5
244280,1678924806,0.5
