market_id,tailend_start,avg_annualized_vol_post_tailend,n_prices_post_tailend
577138,2025-08-25 08:20:02+00:00,1.456870802421898,52
581568,2025-08-27 18:40:15+00:00,1.4567173751724523,79
510792,2024-11-06 08:00:03+00:00,1.451754088677578,84
586517,2025-09-04 10:00:02+00:00,1.4495895412952282,78
583476,2025-08-30 05:00:14+00:00,1.4485298109612195,265
558662,2025-07-16 10:00:08+00:00,1.4473475837187255,394
578727,2025-09-25 06:00:02+00:00,1.4373947981232238,190
519590,2025-02-01 11:40:04+00:00,1.4370684193125542,81
575366,2025-08-15 06:40:03+00:00,1.43702828267828,71
583432,2025-08-31 22:40:18+00:00,1.4348605268688104,260
537264,2025-04-22 15:00:06+00:00,1.428155426477549,22
587280,2025-09-04 10:00:21+00:00,1.4225498084364423,172
527294,2025-03-25 22:00:05+00:00,1.4217066633294744,150
558854,2025-07-13 15:20:07+00:00,1.415007364807751,42
583480,2025-08-30 05:00:18+00:00,1.4018656838486052,265
575367,2025-08-15 06:40:03+00:00,1.398182068371246,71
583484,2025-08-31 22:40:18+00:00,1.3978525567935987,260
542462,2025-05-08 06:00:06+00:00,1.38982350677341,34
557845,2025-07-02 21:00:08+00:00,1.3882336631953176,48
559301,2025-07-20 14:00:07+00:00,1.3873315600338485,382
532837,2025-04-01 09:00:05+00:00,1.3823823670470978,48
565757,2025-08-16 07:40:04+00:00,1.3800260661471258,262
537921,2025-04-18 21:00:05+00:00,1.3772409803289771,132
253269,2023-12-04 20:00:02+00:00,1.3756880152282647,80
542075,2025-06-12 21:00:07+00:00,1.3711029404914328,242
575378,2025-08-16 07:40:02+00:00,1.3702136547237092,70
250855,2023-05-10 03:40:07+00:00,1.3635426498827699,62
559313,2025-08-15 23:20:10+00:00,1.3606218296952006,306
575442,2025-08-16 16:00:06+00:00,1.3581330429350573,69
575365,2025-08-15 06:40:05+00:00,1.3558914011004453,71
575369,2025-08-15 06:40:02+00:00,1.351738752097689,71
582336,2025-10-02 04:40:06+00:00,1.3513727423141284,87
583490,2025-08-31 22:40:05+00:00,1.3482333522625707,260
575380,2025-08-18 09:40:03+00:00,1.3466843248713762,62
532899,2025-04-06 00:40:05+00:00,1.3437443101529338,73
255298,2024-03-06 04:40:02+00:00,1.3419990501856243,76
575401,2025-08-18 18:00:08+00:00,1.339000980795005,61
540432,2025-05-01 09:00:05+00:00,1.3311792385832943,50
531254,2025-03-28 15:00:05+00:00,1.3038852320267693,295
554656,2025-06-25 09:00:08+00:00,1.3024277959241053,31
549674,2025-06-22 06:00:07+00:00,1.3017141958501213,58
251922,2023-07-13 17:40:02+00:00,1.3012823522165429,230
535363,2025-04-10 03:00:05+00:00,1.2956036661530541,35
540317,2025-05-06 09:00:05+00:00,1.2921217863157546,69
559297,2025-07-20 14:00:07+00:00,1.2920612646412768,382
554641,2025-06-24 03:00:07+00:00,1.2899312642343173,47
582191,2025-09-20 01:00:10+00:00,1.286907965866676,205
577139,2025-08-23 23:00:05+00:00,1.285668494818561,56
548259,2025-07-22 06:00:08+00:00,1.2831816613648674,209
578016,2025-08-19 02:20:02+00:00,1.274067648196025,297
517234,2025-01-07 11:40:03+00:00,1.2706676409743705,198
249887,2023-04-22 10:40:20+00:00,1.270574130203083,116
539007,2025-04-23 06:00:06+00:00,1.2699458037609395,63
575399,2025-08-16 16:00:04+00:00,1.2697258249602095,67
581587,2025-08-27 18:40:06+00:00,1.2691243440977997,183
542080,2025-06-12 21:00:07+00:00,1.2665832297709998,242
575394,2025-08-16 16:00:15+00:00,1.2661908749927628,67
583488,2025-08-31 22:40:06+00:00,1.2542530351104904,260
583434,2025-08-31 22:40:14+00:00,1.25421130173729,260
583478,2025-08-31 22:40:07+00:00,1.2521941019258722,260
570431,2025-08-17 08:40:05+00:00,1.250704145353088,64
583483,2025-08-31 22:40:10+00:00,1.250700358262486,260
572546,2025-08-13 04:40:03+00:00,1.2494651051949295,314
253275,2023-12-05 04:20:02+00:00,1.249051391085019,79
592662,2025-09-11 08:40:02+00:00,1.2410408452161856,230
574038,2025-08-08 16:20:10+00:00,1.2406296042950977,68
554654,2025-06-25 09:00:08+00:00,1.2370958745977638,31
558871,2025-07-03 05:20:07+00:00,1.2370367436371728,72
554651,2025-06-25 09:00:08+00:00,1.230868916794179,31
575328,2025-08-15 23:20:10+00:00,1.2287861155855704,69
581874,2025-08-27 10:20:11+00:00,1.2279861301894028,100
540315,2025-05-02 00:00:06+00:00,1.2252381874344376,76
549601,2025-06-09 03:00:06+00:00,1.221903878088934,47
583418,2025-08-29 20:40:06+00:00,1.2195225969215373,266
582260,2025-09-01 23:40:03+00:00,1.2192005007286846,257
559318,2025-08-15 23:20:10+00:00,1.2191721078206144,306
540443,2025-05-04 12:00:05+00:00,1.2187890481590804,45
520674,2025-01-29 17:00:04+00:00,1.2155531139709084,89
540326,2025-06-07 06:00:06+00:00,1.2149095602509963,18
578023,2025-08-19 02:20:03+00:00,1.2147936879415822,297
583475,2025-08-30 05:00:06+00:00,1.2131585795490034,265
578411,2025-08-28 19:40:04+00:00,1.2112535026381355,269
581572,2025-08-27 18:40:10+00:00,1.2084766778715355,272
572600,2025-08-06 22:40:06+00:00,1.206281466158992,332
255343,2024-03-23 05:00:03+00:00,1.2060721073512437,93
559321,2025-08-16 16:00:02+00:00,1.202209285606609,304
583431,2025-08-31 22:40:12+00:00,1.2013666898017898,260
583438,2025-08-31 22:40:15+00:00,1.199764554503568,260
253439,2023-12-14 21:40:02+00:00,1.1943934156946396,140
583486,2025-08-31 22:40:08+00:00,1.192298726395256,260
539376,2025-04-25 03:00:05+00:00,1.1857918388436004,100
565741,2025-07-21 23:20:09+00:00,1.1853013707050228,378
581574,2025-08-27 18:40:11+00:00,1.181935178988727,183
582314,2025-08-29 04:00:07+00:00,1.1786889713930118,268
561628,2025-07-13 23:40:08+00:00,1.177860925087089,364
559325,2025-08-15 23:20:03+00:00,1.1774149219871202,306
253573,2024-01-10 15:20:03+00:00,1.1760565087362225,63
578728,2025-09-22 03:00:06+00:00,1.1729324530933092,199
558846,2025-07-04 23:00:08+00:00,1.1727697856522525,67
551452,2025-06-11 15:00:08+00:00,1.172280632382082,35
579371,2025-08-23 23:00:16+00:00,1.1718221280861214,283
583492,2025-08-31 22:40:08+00:00,1.1686137275444661,260
542515,2025-05-09 12:00:07+00:00,1.165291469793241,37
519275,2025-01-22 10:00:03+00:00,1.1645790764085586,110
559287,2025-07-24 01:20:09+00:00,1.1499382858622988,372
575468,2025-08-17 17:00:05+00:00,1.1495283729956305,64
581573,2025-08-27 18:40:08+00:00,1.1480801396007845,272
558963,2025-11-08 08:20:07+00:00,1.1469673867246537,63
252645,2023-10-13 01:20:02+00:00,1.1460831863979393,142
254259,2024-02-01 20:40:02+00:00,1.1454392620764977,119
559288,2025-08-16 07:40:15+00:00,1.137005064566185,305
540314,2025-05-03 06:00:07+00:00,1.135996803657351,74
578030,2025-08-19 02:20:03+00:00,1.1351230351784278,260
571235,2025-08-06 22:40:05+00:00,1.132018882066771,332
541921,2025-05-07 15:00:06+00:00,1.1314205214214053,188
575465,2025-08-16 07:40:06+00:00,1.1313982146510573,68
577289,2025-08-19 02:20:03+00:00,1.1288512781335807,297
251817,2023-07-18 22:40:02+00:00,1.1257745902043594,215
539028,2025-05-01 09:00:05+00:00,1.1181590413283131,90
572648,2025-08-13 21:20:04+00:00,1.1150560565709229,312
578031,2025-08-19 02:20:03+00:00,1.112316381438451,280
537259,2025-04-21 09:00:06+00:00,1.1102319595197467,57
582256,2025-09-01 23:40:04+00:00,1.1078276712580457,257
569822,2025-08-02 02:00:09+00:00,1.1075626555817113,87
542863,2025-08-29 09:00:15+00:00,1.1065702843607292,148
583436,2025-08-31 22:40:18+00:00,1.106316888374751,260
558660,2025-07-16 10:00:08+00:00,1.105815156888264,337
577229,2025-08-20 20:00:04+00:00,1.1043391256652864,292
578022,2025-08-19 02:20:04+00:00,1.0992834089881587,297
543934,2025-06-17 06:00:07+00:00,1.09891873168627,147
578021,2025-08-19 02:20:03+00:00,1.0950948441209685,297
538791,2025-05-13 21:00:07+00:00,1.093210353588423,65
583419,2025-08-29 20:40:02+00:00,1.092133659971758,266
551953,2025-06-24 18:00:07+00:00,1.091693963361992,45
547690,2025-05-28 21:00:07+00:00,1.089076707309179,200
582339,2025-10-07 01:20:07+00:00,1.0703297030619658,73
577282,2025-08-19 02:20:02+00:00,1.0663423289067488,297
572584,2025-09-03 00:40:07+00:00,1.0653867213705193,254
578018,2025-08-19 02:20:03+00:00,1.061410836590654,280
578020,2025-08-19 02:20:04+00:00,1.0570956032689625,297
559337,2025-08-16 07:40:08+00:00,1.0562193072526374,305
255020,2024-02-29 23:40:02+00:00,1.0516176991662358,91
581799,2025-08-27 10:20:04+00:00,1.0512161516897363,101
578019,2025-08-20 03:20:02+00:00,1.0493172572339713,294
540309,2025-05-03 06:00:07+00:00,1.0485773532607785,74
542454,2025-05-08 06:00:06+00:00,1.042050783407771,34
555790,2025-06-27 06:00:07+00:00,1.04183860399048,249
578026,2025-08-19 02:20:04+00:00,1.0417539732742338,297
581644,2025-08-28 11:20:02+00:00,1.040498750261893,55
548270,2025-07-22 06:00:08+00:00,1.0367390373882102,209
559317,2025-08-15 23:20:12+00:00,1.0346421702334587,306
575473,2025-08-16 16:00:07+00:00,1.0301604451989173,67
578032,2025-08-19 02:20:03+00:00,1.029850233128565,280
572515,2025-08-06 22:40:07+00:00,1.029210927088939,332
582166,2025-08-28 03:00:12+00:00,1.0205764738247591,271
578033,2025-08-19 02:20:03+00:00,1.0177850656166707,280
254185,2024-01-30 18:40:02+00:00,1.0174854672223792,88
542086,2025-07-06 15:00:06+00:00,1.016862136638629,204
581599,2025-08-27 18:40:10+00:00,1.0151573647099639,272
575471,2025-08-16 07:40:13+00:00,1.0127363576986477,68
559333,2025-08-16 07:40:02+00:00,1.0078060259084745,305
583680,2025-08-30 05:00:14+00:00,1.0068151539150048,93
559338,2025-08-16 07:40:09+00:00,1.006315901563713,305
578029,2025-08-19 02:20:04+00:00,1.0023425808180917,260
567264,2025-07-28 05:20:08+00:00,1.0010201371801148,82
575462,2025-08-17 17:00:02+00:00,1.0008292437075186,64
555436,2025-06-30 10:40:07+00:00,0.9997201839594932,92
541562,2025-06-17 06:00:07+00:00,0.9981567286228819,265
569281,2025-08-05 05:00:09+00:00,0.9969454138862385,58
582144,2025-08-28 03:00:15+00:00,0.9952724212936214,271
538778,2025-04-22 15:00:06+00:00,0.9945735634468149,80
595471,2025-09-22 03:00:08+00:00,0.9920591726936158,155
549846,2025-06-11 00:00:07+00:00,0.9919348387554002,53
572547,2025-08-13 04:40:01+00:00,0.9887084658104695,314
581577,2025-08-27 18:40:14+00:00,0.9875556130600919,79
511313,2024-11-06 16:20:02+00:00,0.987262114870352,85
572722,2025-08-15 06:40:03+00:00,0.9849126860855013,308
579369,2025-08-25 00:00:12+00:00,0.9808979682918786,280
567056,2025-07-26 11:40:09+00:00,0.9745392532725923,303
572642,2025-08-13 21:20:06+00:00,0.9679005106985735,312
536520,2025-04-17 00:00:06+00:00,0.9671481671873015,38
577284,2025-08-19 02:20:03+00:00,0.9654663896138889,297
549599,2025-06-08 12:00:07+00:00,0.9647525714617649,48
582164,2025-08-28 03:00:15+00:00,0.9599457459063804,271
558317,2025-07-01 20:00:08+00:00,0.9590380613607633,88
548260,2025-07-22 06:00:08+00:00,0.9579504688232313,209
569396,2025-07-30 07:20:10+00:00,0.954904569751496,64
579367,2025-08-25 00:00:05+00:00,0.9535432982889531,280
578024,2025-08-19 02:20:03+00:00,0.9530707519671241,297
549611,2025-06-08 12:00:07+00:00,0.9529774005894982,48
549610,2025-06-08 12:00:07+00:00,0.9513044746742474,48
582337,2025-10-02 04:40:03+00:00,0.9483153273831906,87
506470,2024-09-10 17:40:02+00:00,0.946326612397646,60
542082,2025-06-12 21:00:07+00:00,0.9462460563118077,242
502170,2024-06-09 08:00:04+00:00,0.9452569252175713,64
559289,2025-07-23 17:00:09+00:00,0.9429604906544823,373
553798,2025-06-21 00:00:08+00:00,0.9405702124757769,92
575459,2025-08-18 01:20:03+00:00,0.9394780089622213,63
559569,2025-07-24 01:20:09+00:00,0.9389960555989694,145
546279,2025-05-21 12:20:06+00:00,0.9354490488360596,92
544101,2025-05-15 03:00:06+00:00,0.9303253522868262,57
585011,2025-09-05 02:40:16+00:00,0.9299272544453353,76
542518,2025-05-10 03:00:06+00:00,0.9287064575050986,36
546069,2025-05-22 15:00:07+00:00,0.9269445166963993,68
580094,2025-08-26 01:00:10+00:00,0.9248913020902488,277
577228,2025-08-19 02:20:03+00:00,0.9244974530205534,297
541783,2025-05-07 00:00:05+00:00,0.9235001809519832,90
572818,2025-08-06 22:40:03+00:00,0.9227541988454049,332
539375,2025-04-25 03:00:05+00:00,0.9221621724227036,100
580106,2025-08-26 01:00:08+00:00,0.9167749759561561,277
549595,2025-06-09 03:00:06+00:00,0.9116524707338405,47
541785,2025-05-07 00:00:05+00:00,0.9092429066865453,88
542171,2025-05-13 06:00:07+00:00,0.907155944036935,120
506858,2024-09-15 22:40:02+00:00,0.906665658037696,93
503308,2024-07-09 21:20:02+00:00,0.9064542916513461,65
549614,2025-06-08 12:00:07+00:00,0.9035260378036444,48
501841,2024-05-29 22:00:03+00:00,0.902235922559263,94
582185,2025-08-28 11:20:04+00:00,0.8963122399754007,270
550007,2025-06-07 21:00:08+00:00,0.8943125878073748,38
547473,2025-06-16 15:00:07+00:00,0.8923865319743386,13
549830,2025-06-06 00:00:06+00:00,0.8896538247303519,61
548275,2025-10-21 12:00:25+00:00,0.8878613685454386,64
575467,2025-08-16 07:40:06+00:00,0.8865397376342693,70
579475,2025-08-22 22:00:11+00:00,0.8836479078363042,69
506809,2024-10-03 15:40:02+00:00,0.8828019642057316,94
575377,2025-08-15 15:00:15+00:00,0.882261623080661,70
253314,2023-12-07 23:00:02+00:00,0.8804187554603695,168
572598,2025-08-08 08:00:13+00:00,0.87990840566101,328
559334,2025-08-15 23:20:06+00:00,0.8729250875950366,306
542332,2025-06-17 21:00:08+00:00,0.872503384899189,264
500416,2024-03-25 23:40:03+00:00,0.872397898870752,105
537672,2025-05-01 00:40:05+00:00,0.8697268865711831,63
500447,2024-03-27 00:40:03+00:00,0.8686281042762996,102
549592,2025-06-08 12:00:07+00:00,0.8673588787262514,48
548262,2025-07-22 06:00:08+00:00,0.8660155430651703,209
549593,2025-06-09 03:00:06+00:00,0.8654946400265914,47
583437,2025-08-31 22:40:12+00:00,0.863617688374069,260
548267,2025-07-22 06:00:08+00:00,0.8611637835871564,209
579095,2025-08-22 13:40:03+00:00,0.8608973124218986,115
500473,2024-03-27 00:40:03+00:00,0.8600207160083577,102
558332,2025-07-04 06:20:07+00:00,0.8593567595338057,58
575470,2025-08-18 18:00:02+00:00,0.857505806664149,61
572521,2025-08-06 22:40:09+00:00,0.8569234353447581,332
579050,2025-08-22 22:00:08+00:00,0.8564501105977915,212
550514,2025-06-10 07:20:06+00:00,0.8524031359845687,63
550955,2025-06-14 03:00:08+00:00,0.8520607183273916,60
549785,2025-06-06 00:00:06+00:00,0.851901819373962,48
253257,2023-12-02 09:40:02+00:00,0.8515633011333473,262
579382,2025-08-26 01:00:06+00:00,0.8504256391933993,277
570357,2025-08-05 21:40:09+00:00,0.8496036905292211,95
572699,2025-08-17 17:00:04+00:00,0.8490982589054621,301
541790,2025-05-08 21:00:06+00:00,0.8468421962420752,90
543265,2025-05-11 09:00:07+00:00,0.846147722334002,258
548258,2025-07-22 06:00:08+00:00,0.845611217582273,209
540463,2025-05-08 06:00:06+00:00,0.8452404833738885,39
540456,2025-05-01 09:00:05+00:00,0.844862504899866,50
559339,2025-08-16 07:40:07+00:00,0.8446524955700287,305
571908,2025-08-06 22:40:07+00:00,0.8398629103913159,59
582246,2025-09-01 23:40:03+00:00,0.839133049745707,257
253168,2023-11-21 23:40:02+00:00,0.8378742068781674,117
531292,2025-03-28 15:00:05+00:00,0.8367587699595556,295
577247,2025-08-20 20:00:12+00:00,0.8359069845851439,292
577224,2025-08-20 20:00:11+00:00,0.8350751677372293,292
546068,2025-05-22 15:00:07+00:00,0.8338693021222079,68
572724,2025-08-15 06:40:04+00:00,0.832769262920819,308
555793,2025-06-29 03:00:07+00:00,0.8327189434330085,246
555808,2025-06-27 06:00:07+00:00,0.8325642793660722,249
500325,2024-03-21 11:20:03+00:00,0.8321934483883063,118
531294,2025-03-28 15:00:05+00:00,0.8314003722049862,296
547952,2025-06-03 12:00:06+00:00,0.8308287633891467,147
547459,2025-05-28 21:00:07+00:00,0.8307482159141467,43
549874,2025-07-08 12:00:07+00:00,0.8283644103324315,231
503053,2024-07-09 21:20:02+00:00,0.8277860012185609,65
548268,2025-07-22 06:00:08+00:00,0.8277165080238181,209
253028,2023-11-12 23:00:03+00:00,0.8273649656168279,143
253267,2023-12-04 20:00:02+00:00,0.8242673914342209,169
546074,2025-05-21 09:00:07+00:00,0.8236066692947414,70
548265,2025-07-22 06:00:08+00:00,0.8172584199369984,209
532807,2025-04-03 21:00:06+00:00,0.8098310394159259,44
253572,2024-01-17 14:00:02+00:00,0.8091077202242781,140
542315,2025-07-27 06:00:09+00:00,0.8081835074901269,201
542502,2025-05-08 06:00:06+00:00,0.8081384282570583,39
542348,2025-06-17 21:00:08+00:00,0.8078609137804094,264
572726,2025-08-15 06:40:02+00:00,0.8074914178436409,291
549853,2025-06-06 15:00:06+00:00,0.8070525366666539,60
558655,2025-07-16 10:00:08+00:00,0.8053894575783389,297
